start_s,end_s,displacement_mm,duration_s,sample,cycle,phase,alignment_offset_s,R_median_ohm,R_MAD_ohm,plateau_observations,dR_R0_pct,robust_noise_pct_R
760.414,770.346,1.5,9.932000000000016,2,5,Unloading,20.200000000000003,3591.126976,14.02773900000011,60,-0.973983336959357,0.5791364655271983
771.477,781.417,1.0,9.940000000000055,2,5,Unloading,20.200000000000003,3601.685393,14.12832199999957,60,-0.682832958605999,0.5815791195396993
782.547,792.482,0.5,9.934999999999945,2,5,Unloading,20.200000000000003,3705.443235,12.70421250000004,60,2.1783094792639384,0.5083134258970791
793.412,822.404,0.1,28.991999999999962,2,5,Unloading,20.200000000000003,3749.295775,14.739771000000019,61,3.387551699262968,0.5828610436742625
22.104,32.04,0.5,9.936,3,1,Loading,17.900000000000002,4334.745763,17.214759999999842,60,0.29890948368552717,0.5887912364746399
33.172,43.111,1.0,9.939,3,1,Loading,17.900000000000002,4413.184932,22.075514000000112,60,2.1138632414490903,0.7416221518178645
44.242,54.182,1.5,9.940000000000005,3,1,Loading,17.900000000000002,4369.409762,13.05805650000002,60,1.1009775836696412,0.4430775693154143
55.313,65.253,2.0,9.939999999999998,3,1,Loading,17.900000000000002,4356.373938,15.174072499999966,60,0.7993499905172292,0.5164175575531126
66.384,76.325,2.5,9.941000000000003,3,1,Loading,17.900000000000002,4395.615034,15.329969999999776,60,1.7073246102376614,0.5170656062052149
77.457,87.393,3.0,9.936000000000007,3,1,Loading,17.900000000000002,4439.690722,15.506023999999798,60,2.7271637617923394,0.5178115463872552
88.523,98.466,2.5,9.942999999999998,3,1,Unloading,17.900000000000002,4326.128668,12.889231000000109,60,0.09952403441776582,0.441724584429308
99.597,109.532,2.0,9.935000000000002,3,1,Unloading,17.900000000000002,4439.690722,13.321325999999317,60,2.7271637617923394,0.44485526502399875
110.663,120.607,1.5,9.944000000000003,3,1,Unloading,17.900000000000002,4466.37931,8.937145999999302,60,3.34469392813058,0.29666563764372633
121.737,131.676,1.0,9.938999999999993,3,1,Unloading,17.900000000000002,4493.252595,8.978401000000304,60,3.9664976802101113,0.2962525929971771
132.808,142.741,0.5,9.933000000000021,3,1,Unloading,17.900000000000002,4504.5054155,11.284058500000356,60,4.226869495876766,0.37140026682027033
143.673,183.619,0.1,39.946,3,1,Unloading,17.900000000000002,4373.764906,13.05061999999998,60,1.2017484749115106,0.44238429883272673
184.55,194.493,0.5,9.942999999999984,3,2,Loading,17.900000000000002,4556.686047,13.679662999999891,60,5.434243750739169,0.4450925114130391
195.625,205.566,1.0,9.941000000000003,3,2,Loading,17.900000000000002,4588.791594,18.378082000000177,60,6.177113466412785,0.5937803845532468
206.697,216.638,1.5,9.941000000000003,3,2,Loading,17.900000000000002,4538.457077,13.663782999999967,60,5.0124552740960855,0.44636149096711947
217.769,227.699,2.0,9.930000000000007,3,2,Loading,17.900000000000002,4448.566514,8.89617300000009,60,2.932535035467197,0.2964880045806174
228.83,238.778,2.5,9.947999999999979,3,2,Loading,17.900000000000002,4426.415094,13.275628000000324,60,2.419987497274905,0.44465884140599493
239.91,249.843,3.0,9.932999999999993,3,2,Loading,17.900000000000002,4529.374276,18.102599999999256,60,4.802294151583818,0.5925523731216356
250.973,260.918,2.5,9.944999999999993,3,2,Unloading,17.900000000000002,4406.587453,19.72738500000014,60,1.9612083949550358,0.6637295029987053
262.049,271.986,2.0,9.937000000000012,3,2,Unloading,17.900000000000002,4343.382353,12.947570000000269,60,0.4987460152882943,0.4419612578833074
273.117,283.049,1.5,9.93199999999996,3,2,Unloading,17.900000000000002,4400.0,32.765339999999924,60,1.8087855336618344,1.104043024636361
284.179,294.107,1.0,9.928000000000054,3,2,Unloading,17.900000000000002,4400.0,8.784939999999551,60,1.8087855336618344,0.2960125464545303
295.239,305.174,0.5,9.935000000000002,3,2,Unloading,17.900000000000002,4422.0,13.260446000000229,60,2.3178294613301436,0.4445937865128977
306.106,346.054,0.1,39.94799999999998,3,2,Unloading,17.900000000000002,4408.78494,10.987457499999891,60,2.0120546410222984,0.36948966010348966
346.985,356.943,0.5,9.95799999999997,3,3,Loading,17.900000000000002,4518.0509870000005,47.49352500000032,60,4.54029181037096,1.5585016717962166
358.074,368.012,1.0,9.937999999999988,3,3,Loading,17.900000000000002,4430.83524,13.268062499999814,60,2.522262428216158,0.44396210639734196
369.143,379.081,1.5,9.938000000000045,3,3,Loading,17.900000000000002,4450.789280999999,11.129157000000305,60,2.983966219284067,0.37072274435992225
380.212,390.153,2.0,9.941000000000031,3,3,Loading,17.900000000000002,4419.7949745000005,22.03784399999995,60,2.2668087867333933,0.7392493928543862
391.284,401.223,2.5,9.939000000000021,3,3,Loading,17.900000000000002,4386.860068,15.295118999999886,60,1.504749052090265,0.5169196892058202
402.354,412.291,3.0,9.937000000000012,3,3,Loading,17.900000000000002,4459.6905625,15.62589349999962,60,3.189927278195046,0.5194743755968705
