Time,Displacement,Force
(s),(mm),(kN)
"6.8840","0.1001","0.0007"
"6.9040","0.1000","0.0007"
"6.9240","0.1000","0.0007"
"6.9440","0.1000","0.0007"
"6.9640","0.1000","0.0007"
"6.9840","0.1000","0.0007"
"7.0040","0.1000","0.0006"
"7.0240","0.1000","0.0006"
"7.0440","0.1000","0.0007"
"7.0640","0.1000","0.0007"
"7.0840","0.1000","0.0007"
"7.1040","0.1000","0.0007"
"7.1240","0.1000","0.0008"
"7.1440","0.1000","0.0007"
"7.1640","0.1000","0.0006"
"7.1840","0.1000","0.0006"
"7.2040","0.1000","0.0006"
"7.2240","0.1000","0.0007"
"7.2440","0.1000","0.0007"
"7.2640","0.1000","0.0007"
"7.2840","0.1000","0.0007"
"7.3040","0.1000","0.0007"
"7.3240","0.1000","0.0007"
"7.3440","0.1000","0.0007"
"7.3640","0.1000","0.0007"
"7.3840","0.1000","0.0007"
"7.4040","0.1000","0.0006"
"7.4240","0.1000","0.0006"
"7.4440","0.1000","0.0006"
"7.4640","0.1000","0.0006"
"7.4840","0.1000","0.0005"
"7.5040","0.1000","0.0006"
"7.5240","0.1000","0.0006"
"7.5440","0.1000","0.0007"
"7.5640","0.1000","0.0007"
"7.5840","0.1000","0.0007"
"7.6040","0.1000","0.0006"
"7.6240","0.1000","0.0007"
"7.6440","0.1000","0.0006"
"7.6640","0.1000","0.0007"
"7.6840","0.1000","0.0006"
"7.7040","0.1000","0.0007"
"7.7240","0.1000","0.0006"
"7.7440","0.1000","0.0007"
"7.7640","0.1000","0.0007"
"7.7840","0.1000","0.0007"
"7.8040","0.1000","0.0007"
"7.8240","0.1000","0.0007"
"7.8440","0.1000","0.0006"
"7.8640","0.1000","0.0007"
"7.8840","0.1000","0.0007"
"7.9040","0.1000","0.0007"
"7.9240","0.1000","0.0007"
"7.9440","0.1000","0.0007"
"7.9640","0.1000","0.0007"
"7.9840","0.1000","0.0007"
"8.0040","0.1000","0.0007"
"8.0240","0.1000","0.0008"
"8.0440","0.1000","0.0007"
"8.0640","0.1000","0.0006"
"8.0840","0.1000","0.0007"
"8.1040","0.1000","0.0006"
"8.1240","0.1000","0.0006"
"8.1440","0.1000","0.0007"
"8.1640","0.1000","0.0008"
"8.1840","0.1000","0.0008"
"8.2040","0.1000","0.0007"
"8.2240","0.1000","0.0007"
"8.2440","0.1000","0.0006"
"8.2640","0.1000","0.0006"
"8.2840","0.1000","0.0006"
"8.3040","0.1000","0.0006"
"8.3240","0.1000","0.0006"
"8.3440","0.1000","0.0007"
"8.3640","0.1000","0.0007"
"8.3840","0.1000","0.0006"
"8.4040","0.1000","0.0005"
"8.4240","0.1000","0.0005"
"8.4440","0.1000","0.0006"
"8.4640","0.1000","0.0006"
"8.4840","0.1000","0.0006"
"8.5040","0.1000","0.0006"
"8.5240","0.1000","0.0006"
"8.5440","0.1000","0.0006"
"8.5640","0.1000","0.0006"
"8.5840","0.1000","0.0006"
"8.6040","0.1000","0.0007"
"8.6240","0.1000","0.0007"
"8.6440","0.1000","0.0007"
"8.6640","0.1000","0.0007"
"8.6840","0.1000","0.0006"
"8.7040","0.1000","0.0006"
"8.7240","0.1000","0.0006"
"8.7440","0.1000","0.0006"
"8.7640","0.1000","0.0006"
"8.7840","0.1000","0.0007"
"8.8040","0.1000","0.0007"
"8.8240","0.1000","0.0007"
"8.8440","0.1000","0.0007"
"8.8640","0.1000","0.0007"
"8.8840","0.1000","0.0006"
"8.9040","0.1000","0.0007"
"8.9240","0.1000","0.0008"
"8.9440","0.1000","0.0007"
"8.9640","0.1000","0.0006"
"8.9840","0.1000","0.0006"
"9.0040","0.1000","0.0006"
"9.0240","0.1000","0.0007"
"9.0440","0.1000","0.0007"
"9.0640","0.1000","0.0006"
"9.0840","0.1000","0.0007"
"9.1040","0.1000","0.0007"
"9.1240","0.1000","0.0008"
"9.1440","0.1000","0.0007"
"9.1640","0.1000","0.0006"
"9.1840","0.1000","0.0006"
"9.2040","0.1000","0.0006"
"9.2240","0.1000","0.0007"
"9.2440","0.1000","0.0007"
"9.2640","0.1000","0.0007"
"9.2840","0.1000","0.0007"
"9.3040","0.1000","0.0007"
"9.3240","0.1000","0.0006"
"9.3440","0.1000","0.0006"
"9.3640","0.1000","0.0007"
"9.3840","0.1000","0.0007"
"9.4040","0.1000","0.0006"
"9.4240","0.1000","0.0006"
"9.4440","0.1000","0.0007"
"9.4640","0.1000","0.0006"
"9.4840","0.1000","0.0006"
"9.5040","0.1000","0.0007"
"9.5240","0.1000","0.0007"
"9.5440","0.1000","0.0007"
"9.5640","0.1000","0.0007"
"9.5840","0.1000","0.0007"
"9.6040","0.1000","0.0007"
"9.6240","0.1000","0.0007"
"9.6440","0.1000","0.0008"
"9.6640","0.1000","0.0008"
"9.6840","0.1000","0.0007"
"9.7040","0.1000","0.0007"
"9.7240","0.1000","0.0007"
"9.7440","0.1000","0.0007"
"9.7640","0.1000","0.0008"
"9.7840","0.1000","0.0007"
"9.8040","0.1000","0.0007"
"9.8240","0.1000","0.0007"
"9.8440","0.1000","0.0008"
"9.8640","0.1000","0.0007"
"9.8840","0.1000","0.0007"
"9.9040","0.1000","0.0007"
"9.9240","0.1000","0.0007"
"9.9440","0.1000","0.0006"
"9.9640","0.1000","0.0007"
"9.9840","0.1000","0.0007"
"10.0040","0.1000","0.0007"
"10.0240","0.1000","0.0007"
"10.0440","0.1000","0.0007"
"10.0640","0.1000","0.0007"
"10.0840","0.1000","0.0007"
"10.1040","0.1000","0.0007"
"10.1240","0.1000","0.0007"
"10.1440","0.1000","0.0007"
"10.1640","0.1000","0.0007"
"10.1840","0.1000","0.0006"
"10.2040","0.1000","0.0006"
"10.2240","0.1000","0.0007"
"10.2440","0.1000","0.0007"
"10.2640","0.1000","0.0006"
"10.2840","0.1000","0.0007"
"10.3040","0.1000","0.0007"
"10.3240","0.1000","0.0006"
"10.3440","0.1000","0.0005"
"10.3640","0.1000","0.0006"
"10.3840","0.1000","0.0006"
"10.4040","0.1000","0.0006"
"10.4240","0.1000","0.0007"
"10.4440","0.1000","0.0007"
"10.4640","0.1000","0.0007"
"10.4840","0.1000","0.0007"
"10.5040","0.1000","0.0006"
"10.5240","0.1000","0.0006"
"10.5440","0.1000","0.0007"
"10.5640","0.1000","0.0007"
"10.5840","0.1000","0.0007"
"10.6040","0.1000","0.0007"
"10.6240","0.1000","0.0006"
"10.6440","0.1000","0.0006"
"10.6640","0.1000","0.0007"
"10.6840","0.1000","0.0007"
"10.7040","0.1000","0.0007"
"10.7240","0.1000","0.0007"
"10.7440","0.1000","0.0006"
"10.7640","0.1000","0.0007"
"10.7840","0.1000","0.0007"
"10.8040","0.1000","0.0007"
"10.8240","0.1000","0.0007"
"10.8440","0.1000","0.0007"
"10.8640","0.1000","0.0007"
"10.8840","0.1000","0.0007"
"10.9040","0.1000","0.0007"
"10.9240","0.1000","0.0007"
"10.9440","0.1000","0.0006"
"10.9640","0.1000","0.0006"
"10.9840","0.1000","0.0007"
"11.0040","0.1000","0.0006"
"11.0240","0.1000","0.0006"
"11.0440","0.1000","0.0007"
"11.0640","0.1000","0.0008"
"11.0840","0.1000","0.0007"
"11.1040","0.1000","0.0007"
"11.1240","0.1000","0.0007"
"11.1440","0.1000","0.0007"
"11.1640","0.1000","0.0007"
"11.1840","0.1000","0.0007"
"11.2040","0.1000","0.0007"
"11.2240","0.1000","0.0007"
"11.2440","0.1000","0.0007"
"11.2640","0.1000","0.0008"
"11.2840","0.1000","0.0008"
"11.3040","0.1000","0.0007"
"11.3240","0.1000","0.0007"
"11.3440","0.1000","0.0007"
"11.3640","0.1000","0.0007"
"11.3840","0.1000","0.0007"
"11.4040","0.1000","0.0007"
"11.4240","0.1000","0.0007"
"11.4440","0.1000","0.0006"
"11.4640","0.1000","0.0005"
"11.4840","0.1000","0.0006"
"11.5040","0.1000","0.0006"
"11.5240","0.1000","0.0007"
"11.5440","0.1000","0.0007"
"11.5640","0.1000","0.0007"
"11.5840","0.1000","0.0007"
"11.6040","0.1000","0.0006"
"11.6240","0.1000","0.0006"
"11.6440","0.1000","0.0007"
"11.6640","0.1000","0.0008"
"11.6840","0.1000","0.0007"
"11.7040","0.1000","0.0007"
"11.7240","0.1000","0.0007"
"11.7440","0.1000","0.0007"
"11.7640","0.1000","0.0008"
"11.7840","0.1000","0.0007"
"11.8040","0.1000","0.0006"
"11.8240","0.1000","0.0006"
"11.8440","0.1000","0.0007"
"11.8640","0.1000","0.0007"
"11.8840","0.1000","0.0006"
"11.9040","0.1000","0.0006"
"11.9240","0.1000","0.0007"
"11.9440","0.1000","0.0006"
"11.9640","0.1000","0.0007"
"11.9840","0.1000","0.0007"
"12.0040","0.1000","0.0007"
"12.0240","0.1000","0.0007"
"12.0440","0.1000","0.0007"
"12.0640","0.1000","0.0006"
"12.0840","0.1000","0.0007"
"12.1040","0.1000","0.0007"
"12.1240","0.1000","0.0007"
"12.1440","0.1000","0.0007"
"12.1640","0.1000","0.0007"
"12.1840","0.1000","0.0008"
"12.2040","0.1000","0.0007"
"12.2240","0.1000","0.0008"
"12.2440","0.1000","0.0009"
"12.2640","0.1000","0.0008"
"12.2840","0.1000","0.0008"
"12.3040","0.1000","0.0007"
"12.3240","0.1000","0.0006"
"12.3440","0.1000","0.0007"
"12.3640","0.1000","0.0007"
"12.3840","0.1000","0.0007"
"12.4040","0.1000","0.0008"
"12.4240","0.1000","0.0007"
"12.4440","0.1000","0.0006"
"12.4640","0.1000","0.0007"
"12.4840","0.1000","0.0006"
"12.5040","0.1000","0.0007"
"12.5240","0.1000","0.0007"
"12.5440","0.1000","0.0007"
"12.5640","0.1000","0.0006"
"12.5840","0.1000","0.0007"
"12.6040","0.1000","0.0006"
"12.6240","0.1000","0.0006"
"12.6440","0.1000","0.0007"
"12.6640","0.1000","0.0007"
"12.6840","0.1000","0.0007"
"12.7040","0.1000","0.0007"
"12.7240","0.1000","0.0007"
"12.7440","0.1000","0.0007"
"12.7640","0.1000","0.0007"
"12.7840","0.1000","0.0006"
"12.8040","0.1000","0.0006"
"12.8240","0.1000","0.0007"
"12.8440","0.1000","0.0007"
"12.8640","0.1000","0.0008"
"12.8840","0.1000","0.0008"
"12.9040","0.1000","0.0007"
"12.9240","0.1000","0.0007"
"12.9440","0.1000","0.0007"
"12.9640","0.1000","0.0007"
"12.9840","0.1000","0.0006"
"13.0040","0.1000","0.0007"
"13.0240","0.1000","0.0007"
"13.0440","0.1000","0.0008"
"13.0640","0.1000","0.0006"
"13.0840","0.1000","0.0006"
"13.1040","0.1000","0.0006"
"13.1240","0.1000","0.0007"
"13.1440","0.1000","0.0008"
"13.1640","0.1000","0.0008"
"13.1840","0.1000","0.0008"
"13.2040","0.1000","0.0007"
"13.2240","0.1000","0.0007"
"13.2440","0.1000","0.0007"
"13.2640","0.1000","0.0008"
"13.2840","0.1000","0.0006"
"13.3040","0.1000","0.0006"
"13.3240","0.1000","0.0006"
"13.3440","0.1000","0.0007"
"13.3640","0.1000","0.0007"
"13.3840","0.1000","0.0007"
"13.4040","0.1000","0.0007"
"13.4240","0.1000","0.0008"
"13.4440","0.1000","0.0007"
"13.4640","0.1000","0.0007"
"13.4840","0.1000","0.0007"
"13.5040","0.1000","0.0007"
"13.5240","0.1000","0.0007"
"13.5440","0.1000","0.0007"
"13.5640","0.1000","0.0007"
"13.5840","0.1000","0.0005"
"13.6040","0.1000","0.0006"
"13.6240","0.1000","0.0006"
"13.6440","0.1000","0.0006"
"13.6640","0.1000","0.0007"
"13.6840","0.1000","0.0007"
"13.7040","0.1000","0.0007"
"13.7240","0.1000","0.0007"
"13.7440","0.1000","0.0007"
"13.7640","0.1000","0.0006"
"13.7840","0.1000","0.0007"
"13.8040","0.1000","0.0007"
"13.8240","0.1000","0.0007"
"13.8440","0.1000","0.0006"
"13.8640","0.1000","0.0006"
"13.8840","0.1000","0.0006"
"13.9040","0.1000","0.0007"
"13.9240","0.1000","0.0007"
"13.9440","0.1000","0.0007"
"13.9640","0.1000","0.0007"
"13.9840","0.1000","0.0006"
"14.0040","0.1000","0.0007"
"14.0240","0.1000","0.0007"
"14.0440","0.1000","0.0007"
"14.0640","0.1000","0.0006"
"14.0840","0.1000","0.0007"
"14.1040","0.1000","0.0007"
"14.1240","0.1000","0.0008"
"14.1440","0.1000","0.0008"
"14.1640","0.1000","0.0008"
"14.1840","0.1000","0.0008"
"14.2040","0.1000","0.0007"
"14.2240","0.1000","0.0007"
"14.2440","0.1000","0.0007"
"14.2640","0.1000","0.0007"
"14.2840","0.1000","0.0007"
"14.3040","0.1000","0.0007"
"14.3240","0.1000","0.0008"
"14.3440","0.1000","0.0007"
"14.3640","0.1000","0.0006"
"14.3840","0.1000","0.0007"
"14.4040","0.1000","0.0007"
"14.4240","0.1000","0.0007"
"14.4440","0.1000","0.0007"
"14.4640","0.1000","0.0007"
"14.4840","0.1000","0.0006"
"14.5040","0.1000","0.0007"
"14.5240","0.1000","0.0007"
"14.5440","0.1000","0.0007"
"14.5640","0.1000","0.0007"
"14.5840","0.1000","0.0006"
"14.6040","0.1000","0.0007"
"14.6240","0.1000","0.0007"
"14.6440","0.1000","0.0006"
"14.6640","0.1000","0.0007"
"14.6840","0.1000","0.0006"
"14.7040","0.1000","0.0007"
"14.7240","0.1000","0.0007"
"14.7440","0.1000","0.0007"
"14.7640","0.1000","0.0007"
"14.7840","0.1000","0.0007"
"14.8040","0.1000","0.0007"
"14.8240","0.1000","0.0007"
"14.8440","0.1000","0.0007"
"14.8640","0.1000","0.0007"
"14.8840","0.1000","0.0006"
"14.9040","0.1000","0.0007"
"14.9240","0.1000","0.0007"
"14.9440","0.1000","0.0007"
"14.9640","0.1000","0.0007"
"14.9840","0.1000","0.0007"
"15.0040","0.1000","0.0007"
"15.0240","0.1000","0.0007"
"15.0440","0.1000","0.0007"
"15.0640","0.1000","0.0007"
"15.0840","0.1000","0.0008"
"15.1040","0.1000","0.0008"
"15.1240","0.1000","0.0007"
"15.1440","0.1000","0.0007"
"15.1640","0.1000","0.0006"
"15.1840","0.1000","0.0007"
"15.2040","0.1000","0.0007"
"15.2240","0.1000","0.0007"
"15.2440","0.1000","0.0007"
"15.2640","0.1000","0.0007"
"15.2840","0.1000","0.0007"
"15.3040","0.1000","0.0007"
"15.3240","0.1000","0.0007"
"15.3440","0.1000","0.0008"
"15.3640","0.1000","0.0008"
"15.3840","0.1000","0.0008"
"15.4040","0.1000","0.0007"
"15.4240","0.1000","0.0007"
"15.4440","0.1000","0.0007"
"15.4640","0.1000","0.0007"
"15.4840","0.1000","0.0007"
"15.5040","0.1000","0.0007"
"15.5240","0.1000","0.0007"
"15.5440","0.1000","0.0007"
"15.5640","0.1000","0.0008"
"15.5840","0.1000","0.0008"
"15.6040","0.1000","0.0007"
"15.6240","0.1000","0.0008"
"15.6440","0.1000","0.0008"
"15.6640","0.1000","0.0007"
"15.6840","0.1000","0.0007"
"15.7040","0.1000","0.0006"
"15.7240","0.1000","0.0006"
"15.7440","0.1000","0.0007"
"15.7640","0.1000","0.0007"
"15.7840","0.1000","0.0007"
"15.8040","0.1000","0.0006"
"15.8240","0.1000","0.0006"
"15.8440","0.1000","0.0005"
"15.8640","0.1000","0.0006"
"15.8840","0.1000","0.0007"
"15.9040","0.1000","0.0007"
"15.9240","0.1000","0.0007"
"15.9440","0.1000","0.0007"
"15.9640","0.1000","0.0005"
"15.9840","0.1000","0.0005"
"16.0040","0.1000","0.0007"
"16.0240","0.1000","0.0007"
"16.0440","0.1000","0.0006"
"16.0640","0.1000","0.0006"
"16.0840","0.1000","0.0007"
"16.1040","0.1000","0.0007"
"16.1230","0.1000","0.0008"
"16.1240","0.1000","0.0008"
"16.1310","0.1000","0.0008"
"16.1510","0.1005","0.0009"
"16.1710","0.1114","0.0014"
"16.1910","0.1502","0.0019"
"16.2110","0.2191","0.0020"
"16.2310","0.2987","0.0022"
"16.2510","0.3779","0.0024"
"16.2710","0.4568","0.0025"
